number,debate_id,title,side_label,side,speaker,move_id,move_kind,importance,evidence_warrant,asserted_force,warrant_fit,term_stability,scope_stability,qualification,low_warrant,material_overclaim,compression_deficit,slogan_risk,proposition
01,craig-oconnor-god-debate-2026,Alex O'Connor vs William Lane Craig: Does God Exist?,theist,pro,William Lane Craig,pro-resurrection-historical-inference,constructive,3,71,strong-probability,slightly-overstated,stable,stable,implicit,False,False,False,False,The resurrection hypothesis best explains four widely accepted historical facts concerning Jesus and thereby supports specifically Christian theism.
01,craig-oconnor-god-debate-2026,Alex O'Connor vs William Lane Craig: Does God Exist?,theist,pro,William Lane Craig,pro-experiential-proper-basicality,constructive,2,65,possibility,matched,stable,stable,explicit,True,False,False,False,Personal experience of God can rationally ground Christian belief as properly basic without dependence on philosophical or historical arguments.
01,craig-oconnor-god-debate-2026,Alex O'Connor vs William Lane Craig: Does God Exist?,non_theist,con,Alex O'Connor,con-big-bang-not-first-moment,reply,3,82,certainty,matched,stable,stable,explicit,False,False,False,False,"Big Bang evidence establishes an early hot, dense state but does not establish an absolute first moment, leaving the universe's alleged finite beginning scientifically uncertain."
01,craig-oconnor-god-debate-2026,Alex O'Connor vs William Lane Craig: Does God Exist?,non_theist,con,Alex O'Connor,con-infinite-units-and-presentism,reply,3,71,question,matched,partly-unstable,stable,explicit,False,False,True,False,"The traversal objection lacks a non-arbitrary unit forming the alleged infinite collection, while presentism makes it unclear why a nonexistent past should count as an actual infinity."
01,craig-oconnor-god-debate-2026,Alex O'Connor vs William Lane Craig: Does God Exist?,theist,pro,William Lane Craig,pro-successive-actual-infinity,reply,3,69,necessity,slightly-overstated,stable,partly-unstable,implicit,True,False,True,False,"A beginningless past would require an actual infinity instantiated through successive addition, which cannot be temporally traversed to reach the present."
01,craig-oconnor-god-debate-2026,Alex O'Connor vs William Lane Craig: Does God Exist?,theist,pro,William Lane Craig,pro-low-entropy-cosmic-beginning,constructive,3,71,strong-probability,slightly-overstated,stable,partly-unstable,implicit,False,False,True,False,The universe's low-entropy condition supports a cosmic beginning because a closed universe with an infinite past should already have reached thermodynamic equilibrium.
01,craig-oconnor-god-debate-2026,Alex O'Connor vs William Lane Craig: Does God Exist?,non_theist,con,Alex O'Connor,con-animal-suffering-theodicy-gap,reply,3,82,certainty,matched,stable,stable,explicit,False,False,False,False,"Free will, soul-making, the fall, and higher-order human goods do not explain the immense suffering experienced by non-human animals throughout evolutionary history."
01,craig-oconnor-god-debate-2026,Alex O'Connor vs William Lane Craig: Does God Exist?,theist,pro,William Lane Craig,pro-evolutionary-salvation-theodicy,reply,3,57,possibility,slightly-overstated,stable,partly-unstable,explicit,True,False,True,False,An evolutionary world containing extensive animal suffering may be necessary for the optimal number of people freely to attain eternal salvation.
01,craig-oconnor-god-debate-2026,Alex O'Connor vs William Lane Craig: Does God Exist?,theist,pro,William Lane Craig,pro-limits-on-gratuitous-evil-inference,reply,3,62,necessity,slightly-overstated,stable,stable,explicit,True,False,False,False,Human uncertainty about feasible worlds prevents an inference that a morally perfect God lacks sufficient reasons for permitting natural and moral evil.
01,craig-oconnor-god-debate-2026,Alex O'Connor vs William Lane Craig: Does God Exist?,non_theist,con,Alex O'Connor,con-nonsentient-animal-alternative,reply,3,64,possibility,slightly-overstated,stable,partly-unstable,implicit,True,False,True,False,"God could preserve animals' complex behavior and ecological functions without sentience, avoiding animal pain while retaining the relevant evolutionary and environmental outcomes."
01,craig-oconnor-god-debate-2026,Alex O'Connor vs William Lane Craig: Does God Exist?,theist,pro,William Lane Craig,pro-animal-pain-severity-distinction,reply,2,58,certainty,materially-overstated,stable,partly-unstable,implicit,True,True,True,True,Animal suffering is less severe than human projection suggests because many animals lack the second-order self-awareness that intensifies human pain.
01,craig-oconnor-god-debate-2026,Alex O'Connor vs William Lane Craig: Does God Exist?,non_theist,con,Alex O'Connor,con-moral-intuition-consistency,reply,2,74,necessity,slightly-overstated,stable,partly-unstable,implicit,False,False,True,False,Distrusting human moral intuitions when they condemn divine cruelty undermines a moral argument for God that relies on those same intuitions to recognize objective morality.
01,craig-oconnor-god-debate-2026,Alex O'Connor vs William Lane Craig: Does God Exist?,theist,pro,William Lane Craig,pro-fine-tuning-intelligent-selection,reply,3,61,strong-probability,materially-overstated,stable,partly-unstable,implicit,True,True,True,True,The extreme improbability of life-permitting constants under accident makes their intentional determination by an intelligent creator more plausible.
01,craig-oconnor-god-debate-2026,Alex O'Connor vs William Lane Craig: Does God Exist?,non_theist,con,Alex O'Connor,con-hostile-fine-tuning-meta-conditions,reply,2,68,plausibility,matched,partly-unstable,stable,explicit,True,False,True,False,"Although divine will could select physical constants, meta-conditions that make a material world exceptionally difficult to realize create tension with the hypothesis of a creator intending such a world."
01,craig-oconnor-god-debate-2026,Alex O'Connor vs William Lane Craig: Does God Exist?,theist,pro,William Lane Craig,pro-independent-theism-defeats-gratuitousness,reply,3,54,necessity,materially-overstated,stable,partly-unstable,implicit,True,True,True,True,Strong independent grounds for God's existence support the conclusion that apparently gratuitous suffering serves a greater good unknown to human observers.
01,craig-oconnor-god-debate-2026,Alex O'Connor vs William Lane Craig: Does God Exist?,non_theist,con,Alex O'Connor,con-evil-against-loving-god,reply,3,81,probability,matched,stable,stable,explicit,False,False,False,False,The problem of evil remains evidence against an all-loving God even if it neither refutes every possible creator nor eliminates every independent reason for generic theism.
01,craig-oconnor-god-debate-2026,Alex O'Connor vs William Lane Craig: Does God Exist?,non_theist,con,Alex O'Connor,con-suffering-christian-specificity,reply,3,78,probability,matched,stable,stable,explicit,False,False,False,False,"Suffering is evidentially relevant to Christian theism because Christianity posits a personally concerned God who acts through resurrection for human salvation, not merely an indifferent first cause."
01,craig-oconnor-god-debate-2026,Alex O'Connor vs William Lane Craig: Does God Exist?,non_theist,con,Alex O'Connor,con-arbitrary-suffering-distribution,reply,3,75,plausibility,matched,stable,stable,explicit,False,False,False,False,"The evidential problem is not merely that suffering exists, but that its severity appears arbitrarily distributed according to birthplace and species."
02,craig-hitchens-god-existence-2009,William Lane Craig vs Christopher Hitchens: Does God Exist?,theist,pro,William Lane Craig,pro-burden-no-atheist-disproof,constructive,2,55,certainty,materially-overstated,stable,partly-unstable,missing,True,True,True,True,Atheism lacks a successful argument establishing that God does not exist.
02,craig-hitchens-god-existence-2009,William Lane Craig vs Christopher Hitchens: Does God Exist?,theist,pro,William Lane Craig,pro-cosmology-personal-cause,constructive,3,73,necessity,slightly-overstated,stable,stable,implicit,False,False,False,False,The universe began to exist and therefore has a transcendent personal cause.
02,craig-hitchens-god-existence-2009,William Lane Craig vs Christopher Hitchens: Does God Exist?,theist,pro,William Lane Craig,pro-finetuning-design,constructive,3,70,strong-probability,slightly-overstated,stable,stable,explicit,False,False,False,False,Cosmic fine-tuning is best explained by intelligent design rather than necessity or chance.
02,craig-hitchens-god-existence-2009,William Lane Craig vs Christopher Hitchens: Does God Exist?,theist,pro,William Lane Craig,pro-objective-morality-god,constructive,3,64,necessity,materially-overstated,stable,stable,implicit,True,True,False,False,"Objective moral values exist, and their existence entails that God exists."
02,craig-hitchens-god-existence-2009,William Lane Craig vs Christopher Hitchens: Does God Exist?,theist,pro,William Lane Craig,pro-resurrection-historical-inference,constructive,3,63,strong-probability,materially-overstated,stable,stable,implicit,True,True,False,False,"The best explanation of the central historical facts about Jesus is his resurrection, which entails God's existence."
02,craig-hitchens-god-existence-2009,William Lane Craig vs Christopher Hitchens: Does God Exist?,theist,pro,William Lane Craig,pro-immediate-experience-basic-belief,constructive,2,68,possibility,slightly-overstated,stable,stable,explicit,True,False,False,False,Immediate experience of God can properly ground knowledge of God's existence without inferential argument.
02,craig-hitchens-god-existence-2009,William Lane Craig vs Christopher Hitchens: Does God Exist?,non_theist,con,Christopher Hitchens,con-evolutionary-waste-against-design,reply,3,74,probability,slightly-overstated,stable,stable,implicit,False,False,False,False,"Evolutionary mass extinction, randomness, suffering, and humanity's near extinction undermine the claim that humanity was the intended product of a purposeful divine design."
02,craig-hitchens-god-existence-2009,William Lane Craig vs Christopher Hitchens: Does God Exist?,non_theist,con,Christopher Hitchens,con-no-divine-disproof-burden,reply,3,74,strong-probability,slightly-overstated,stable,partly-unstable,implicit,False,False,True,False,Atheism need not prove God's nonexistence when no plausible or convincing evidence requires the divine hypothesis and observable phenomena remain explicable without it.
02,craig-hitchens-god-existence-2009,William Lane Craig vs Christopher Hitchens: Does God Exist?,non_theist,con,Christopher Hitchens,con-creator-to-christianity-gap,constructive,3,83,necessity,matched,stable,stable,explicit,False,False,False,False,"Even granting a cosmic creator would not establish a caring, intervening, revelatory, salvific, or specifically Christian God."
02,craig-hitchens-god-existence-2009,William Lane Craig vs Christopher Hitchens: Does God Exist?,non_theist,con,Christopher Hitchens,con-spiritual-assurance-over-evidence,reply,2,81,necessity,matched,stable,stable,explicit,False,False,False,False,Giving inner spiritual assurance precedence over contrary argument or evidence insulates Christian commitment from evidential defeat and makes the apologetic fundamentally faith-based.
02,craig-hitchens-god-existence-2009,William Lane Craig vs Christopher Hitchens: Does God Exist?,non_theist,con,Christopher Hitchens,con-cosmic-uncertainty-and-waste,reply,3,72,probability,slightly-overstated,partly-unstable,stable,implicit,False,False,True,False,"Severe cosmological uncertainty, explanatory regress, failed cosmic structures, destruction, and eventual extinction count against inferring competent benevolent design from fine-tuning."
02,craig-hitchens-god-existence-2009,William Lane Craig vs Christopher Hitchens: Does God Exist?,non_theist,con,Christopher Hitchens,con-delayed-unequal-providence,reply,3,75,probability,matched,stable,stable,explicit,False,False,False,False,"Humanity's long prehistoric suffering and Christianity's late, uneven, and conflicting transmission undermine claims of benevolent providential design and universal redemption."
02,craig-hitchens-god-existence-2009,William Lane Craig vs Christopher Hitchens: Does God Exist?,non_theist,con,Christopher Hitchens,con-secular-moral-capacity,reply,3,73,strong-probability,slightly-overstated,partly-unstable,partly-unstable,implicit,False,False,True,False,"Human moral capacities arise from social solidarity and predate monotheism, while religious sanction contributes no uniquely moral action and can motivate distinctive harms."
02,craig-hitchens-god-existence-2009,William Lane Craig vs Christopher Hitchens: Does God Exist?,non_theist,con,Christopher Hitchens,con-miracles-do-not-authenticate-doctrine,reply,3,78,necessity,matched,stable,stable,explicit,False,False,False,False,"Even if suspensions of natural law or miracles occur, miraculous performance alone does not establish the truth of the performer's doctrine or divine identity."
02,craig-hitchens-god-existence-2009,William Lane Craig vs Christopher Hitchens: Does God Exist?,non_theist,con,Christopher Hitchens,con-human-origin-of-religion-and-ethics,reply,2,67,probability,slightly-overstated,stable,partly-unstable,implicit,True,False,True,False,"Treating religions as human creations explains their plurality, while justice, love, duty, and other ethical problems remain human concerns that do not require celestial authority."
02,craig-hitchens-god-existence-2009,William Lane Craig vs Christopher Hitchens: Does God Exist?,non_theist,con,Christopher Hitchens,con-scriptural-injunctions-and-harm,reply,2,74,necessity,matched,stable,stable,explicit,False,False,False,False,"Religion's harmful record bears on its authority when scriptures specifically command atrocities, unlike scientific discoveries that can be misused without themselves constituting an ideology."
02,craig-hitchens-god-existence-2009,William Lane Craig vs Christopher Hitchens: Does God Exist?,theist,pro,William Lane Craig,pro-truth-not-social-consequences,reply,2,81,necessity,matched,stable,stable,explicit,False,False,False,False,"A worldview's truth cannot be inferred from its beneficial or harmful social consequences, so the debate should turn on arguments for truth rather than comparative death tolls."
02,craig-hitchens-god-existence-2009,William Lane Craig vs Christopher Hitchens: Does God Exist?,theist,pro,William Lane Craig,pro-objective-meaning-fellowship,reply,2,58,necessity,materially-overstated,stable,stable,explicit,True,True,False,False,"On atheism human existence can have subjective projects but no objective purpose, whereas fellowship with God provides humanity's true fulfillment and enduring meaning."
02,craig-hitchens-god-existence-2009,William Lane Craig vs Christopher Hitchens: Does God Exist?,non_theist,con,Christopher Hitchens,con-secular-freedom-solidarity-meaning,reply,2,78,possibility,matched,stable,partly-unstable,implicit,False,False,True,False,"Human freedom and solidarity can make mortal life meaningful without immortality, while purported religious authority can obstruct liberty in this world."
02,craig-hitchens-god-existence-2009,William Lane Craig vs Christopher Hitchens: Does God Exist?,theist,pro,William Lane Craig,pro-evil-sufficient-reasons-redemption,reply,3,69,strong-probability,slightly-overstated,stable,partly-unstable,explicit,True,False,True,False,"Neither the logical nor probabilistic problem of evil defeats theism, and Christianity addresses suffering through God's sufficient reasons, Christ's suffering, and hope of eternal life."
02,craig-hitchens-god-existence-2009,William Lane Craig vs Christopher Hitchens: Does God Exist?,non_theist,con,Christopher Hitchens,con-providential-absorption-of-horror,reply,3,78,necessity,slightly-overstated,stable,stable,explicit,False,False,False,False,A theism that renders prolonged unanswered abuse worthwhile through later compensation can absorb any horror into divine purpose and make the abuser an instrument of providence.
03,hitchens-dsouza-religion-problem-2010,Christopher Hitchens vs Dinesh D'Souza: Is Religion the Problem?,non_theist,pro,Christopher Hitchens,pro-epistemology-revelation-certainty,constructive,3,64,strong-probability,slightly-overstated,stable,partly-unstable,implicit,True,False,True,False,"Intellectual honesty requires doubt and unfettered inquiry, while revelation improperly claims settled answers that dissolve moral and historical debate."
03,hitchens-dsouza-religion-problem-2010,Christopher Hitchens vs Dinesh D'Souza: Is Religion the Problem?,non_theist,pro,Christopher Hitchens,pro-origins-cosmic-history,constructive,3,73,strong-probability,slightly-overstated,stable,partly-unstable,implicit,False,False,True,False,"Cosmic expansion, extinction, and humanity's late emergence undermine purposeful design and make ancient, geographically narrow revelation an implausible basis for salvation or morality."
03,hitchens-dsouza-religion-problem-2010,Christopher Hitchens vs Dinesh D'Souza: Is Religion the Problem?,non_theist,pro,Christopher Hitchens,pro-harm-divine-warrants,constructive,3,76,probability,matched,stable,stable,implicit,False,False,False,False,"Contemporary religious actors use claimed divine warrants to legitimize territorial aggression, endless war, suicide murder, nuclear danger, and authoritarian rule."
03,hitchens-dsouza-religion-problem-2010,Christopher Hitchens vs Dinesh D'Souza: Is Religion the Problem?,theist,con,Dinesh D'Souza,con-c007-reason-tests-god-hypothesis,reply,3,73,possibility,matched,stable,stable,explicit,False,False,False,False,"Even if religion developed through natural human history, that origin would not establish that religion is the problem; the God hypothesis should instead be tested by whether it rationally explains otherwise puzzling facts."
03,hitchens-dsouza-religion-problem-2010,Christopher Hitchens vs Dinesh D'Souza: Is Religion the Problem?,theist,con,Dinesh D'Souza,con-c008-cell-origin-explanatory-gap,reply,3,60,probability,materially-overstated,stable,stable,implicit,True,True,False,False,"Evolution between existing life forms does not explain the origin of the first reproductive cell, whose immense complexity makes unguided chemical assembly implausible and supports considering intelligent causation."
03,hitchens-dsouza-religion-problem-2010,Christopher Hitchens vs Dinesh D'Souza: Is Religion the Problem?,theist,con,Dinesh D'Souza,con-c009-fine-tuning-requires-explanation,reply,3,67,strong-probability,materially-overstated,stable,stable,implicit,True,True,False,False,"Because small changes in the universe's physical constants would preclude life, their life-permitting precision calls for an explanation and supplies evidence for comparing the God hypothesis with naturalistic alternatives."
03,hitchens-dsouza-religion-problem-2010,Christopher Hitchens vs Dinesh D'Souza: Is Religion the Problem?,theist,con,Dinesh D'Souza,con-c010-stranger-altruism-challenges-evolution,reply,3,59,probability,materially-overstated,stable,partly-unstable,missing,True,True,True,True,"Kin selection and reciprocal advantage do not adequately explain ordinary altruism toward genetically unrelated strangers who cannot return the favor, leaving a central feature of morality unexplained by those evolutionary mechanisms."
03,hitchens-dsouza-religion-problem-2010,Christopher Hitchens vs Dinesh D'Souza: Is Religion the Problem?,theist,con,Dinesh D'Souza,con-c201-prevalent-religious-experience,constructive,3,53,strong-probability,radically-overstated,partly-unstable,materially-unstable,missing,True,True,True,True,The continuing prevalence of religious experience is better explained by a real divine object than by treating nearly all such experience as mass error or as an obsolete response to primitive ignorance.
03,hitchens-dsouza-religion-problem-2010,Christopher Hitchens vs Dinesh D'Souza: Is Religion the Problem?,non_theist,pro,Christopher Hitchens,pro-epistemology-unfalsifiability,reply,3,76,certainty,materially-overstated,stable,partly-unstable,implicit,False,True,True,False,"Religious popularity does not establish truth, while an unfalsifiable God hypothesis is methodologically weak because no possible observation can defeat it."
03,hitchens-dsouza-religion-problem-2010,Christopher Hitchens vs Dinesh D'Souza: Is Religion the Problem?,non_theist,pro,Christopher Hitchens,pro-morality-human-responsibility,reply,3,71,necessity,slightly-overstated,stable,stable,explicit,False,False,False,False,"Human moral and political dilemmas remain unchanged without Christianity, so people should abandon supernatural dependence and assume responsibility for solving them."
03,hitchens-dsouza-religion-problem-2010,Christopher Hitchens vs Dinesh D'Souza: Is Religion the Problem?,theist,con,Dinesh D'Souza,con-c205-religious-claims-are-testable,reply,3,64,certainty,materially-overstated,partly-unstable,stable,implicit,True,True,True,True,"Religious claims can expose themselves to factual confirmation or failure, as illustrated by biblical claims about creation from nothing and the restoration of Israel that D'Souza presents as later corroborated."
03,hitchens-dsouza-religion-problem-2010,Christopher Hitchens vs Dinesh D'Souza: Is Religion the Problem?,theist,con,Dinesh D'Souza,con-c206-science-leaves-purpose-domain,reply,3,62,possibility,matched,stable,partly-unstable,implicit,True,False,True,False,"Scientific accounts of physical mechanisms do not answer questions about life's purpose, human destiny, or death, leaving a distinct and legitimate explanatory domain in which religious accounts may operate."
03,hitchens-dsouza-religion-problem-2010,Christopher Hitchens vs Dinesh D'Souza: Is Religion the Problem?,theist,con,Dinesh D'Souza,con-c207-human-evil-does-not-refute-design,reply,3,67,necessity,slightly-overstated,stable,stable,explicit,True,False,False,False,"Atrocities voluntarily committed by human agents should be attributed to human free will rather than to God, and their occurrence does not by itself defeat a separate inference from apparent design to an intelligent cause."
03,hitchens-dsouza-religion-problem-2010,Christopher Hitchens vs Dinesh D'Souza: Is Religion the Problem?,non_theist,pro,Christopher Hitchens,pro-harm-absolutism-repression,reply,3,72,strong-probability,slightly-overstated,stable,partly-unstable,explicit,False,False,True,False,"Religious institutions and messianic absolutism have enabled war and repression, and the remedy is rejection of supreme leaders and totalitarian certainty."
03,hitchens-dsouza-religion-problem-2010,Christopher Hitchens vs Dinesh D'Souza: Is Religion the Problem?,theist,con,Dinesh D'Souza,con-c305-conquest-and-secular-utopian-harm,reply,3,63,certainty,materially-overstated,stable,partly-unstable,missing,True,True,True,True,"Conquest and major European wars should not automatically be classified as religious violence, while enforced secular utopian projects provide a more direct explanation for twentieth-century mass killing."
03,hitchens-dsouza-religion-problem-2010,Christopher Hitchens vs Dinesh D'Souza: Is Religion the Problem?,non_theist,pro,Christopher Hitchens,pro-origins-stellar-evolutionary-contingency,reply,3,78,probability,slightly-overstated,stable,stable,implicit,False,False,False,False,Stellar evolution and the contingency of biological history provide a more powerful account of human existence than religious design narratives.
03,hitchens-dsouza-religion-problem-2010,Christopher Hitchens vs Dinesh D'Souza: Is Religion the Problem?,non_theist,pro,Christopher Hitchens,pro-purpose-judgment-hypocrisy,reply,2,72,certainty,matched,stable,stable,explicit,False,False,False,False,"The prospect of judgment by a supernatural dictator and strategic professions of belief do not give human life meaning but instead encourage fear, hypocrisy, and corrupt reasoning."
03,hitchens-dsouza-religion-problem-2010,Christopher Hitchens vs Dinesh D'Souza: Is Religion the Problem?,non_theist,pro,Christopher Hitchens,pro-morality-secular-solidarity,reply,3,78,possibility,matched,stable,stable,explicit,False,False,False,False,"A finite secular life can motivate pleasurable solidarity, defense of liberty, opposition to theocracy, and mutually beneficial aid without fear of supernatural judgment."
03,hitchens-dsouza-religion-problem-2010,Christopher Hitchens vs Dinesh D'Souza: Is Religion the Problem?,non_theist,pro,Christopher Hitchens,pro-purpose-secular-transcendence,reply,3,78,possibility,matched,stable,stable,explicit,False,False,False,False,"Unbelievers can experience transcendence, moral feeling, fellowship, and intellectual openness through art, love, solidarity, and Socratic dialogue without religious ritual or incantation."
05,dillahunty-ten-bruggencate-reasonable-god-2014,Matt Dillahunty vs Sye Ten Bruggencate: Is It Reasonable to Believe God Exists?,theist,pro,Sye Ten Bruggencate,pro-reasonableness-worldview-reductio,constructive,3,35,certainty,radically-overstated,partly-unstable,stable,missing,True,True,True,True,"Belief in God is reasonable because God exists, while denying God reduces the opposing worldview to absurdity."
05,dillahunty-ten-bruggencate-reasonable-god-2014,Matt Dillahunty vs Sye Ten Bruggencate: Is It Reasonable to Believe God Exists?,theist,pro,Sye Ten Bruggencate,pro-revelation-escapes-solipsism,constructive,3,47,necessity,materially-overstated,partly-unstable,partly-unstable,missing,True,True,True,True,"Without divine revelation, a person who cannot escape solipsism or know ultimate reality cannot claim to know anything as true."
05,dillahunty-ten-bruggencate-reasonable-god-2014,Matt Dillahunty vs Sye Ten Bruggencate: Is It Reasonable to Believe God Exists?,non_theist,con,Matt Dillahunty,con-default-evidential-burden,constructive,3,77,probability,matched,stable,stable,explicit,False,False,False,False,"Belief in God is unreasonable until the claim is supported by a valid, sound, evidential demonstration, because accepting unsupported claims by default permits contradictory beliefs."
05,dillahunty-ten-bruggencate-reasonable-god-2014,Matt Dillahunty vs Sye Ten Bruggencate: Is It Reasonable to Believe God Exists?,non_theist,con,Matt Dillahunty,con-conflicting-revelations,constructive,2,75,strong-probability,slightly-overstated,stable,stable,implicit,False,False,False,False,Conflicting religions and divisions within Christianity offer incompatible purported revelations but no verifiable method for determining which alleged divine disclosure is true.
05,dillahunty-ten-bruggencate-reasonable-god-2014,Matt Dillahunty vs Sye Ten Bruggencate: Is It Reasonable to Believe God Exists?,non_theist,con,Matt Dillahunty,con-supernatural-testability,constructive,2,70,possibility,matched,stable,partly-unstable,explicit,False,False,True,False,God-belief lacks reasonable evidential support when supernatural causation has no testable verification mechanism and produces none of the reliable manifestations that a capable God could provide.
05,dillahunty-ten-bruggencate-reasonable-god-2014,Matt Dillahunty vs Sye Ten Bruggencate: Is It Reasonable to Believe God Exists?,theist,pro,Sye Ten Bruggencate,pro-naturalistic-reason-borrows-logic,reply,3,47,necessity,materially-overstated,partly-unstable,partly-unstable,missing,True,True,True,True,"Arguments using truth and logic borrow resources that a godless worldview cannot ground, while biochemical causation alone cannot distinguish sound reasoning from physical output."
05,dillahunty-ten-bruggencate-reasonable-god-2014,Matt Dillahunty vs Sye Ten Bruggencate: Is It Reasonable to Believe God Exists?,non_theist,con,Matt Dillahunty,con-practical-inquiry-solipsism,reply,3,80,plausibility,matched,stable,stable,explicit,False,False,False,False,"Although hard solipsism has no known ultimate solution, practical inquiry can proceed from minimal commitments to existence, reason, and generally reliable experience without assuming God."
05,dillahunty-ten-bruggencate-reasonable-god-2014,Matt Dillahunty vs Sye Ten Bruggencate: Is It Reasonable to Believe God Exists?,non_theist,con,Matt Dillahunty,con-god-logic-explanation,reply,3,83,necessity,matched,stable,stable,explicit,False,False,False,False,Invoking God to ground logical absolutes adds an undemonstrated entity without explaining logical necessity or establishing that the proposed Christian account is uniquely required.
05,dillahunty-ten-bruggencate-reasonable-god-2014,Matt Dillahunty vs Sye Ten Bruggencate: Is It Reasonable to Believe God Exists?,non_theist,con,Matt Dillahunty,con-reality-arbitrates-beliefs,reply,2,78,necessity,matched,stable,stable,explicit,False,False,False,False,"Reality itself, rather than any person's internal representation of it, determines whether competing beliefs are correct, while inquiry improves the accuracy of those representations."
05,dillahunty-ten-bruggencate-reasonable-god-2014,Matt Dillahunty vs Sye Ten Bruggencate: Is It Reasonable to Believe God Exists?,non_theist,con,Matt Dillahunty,con-shared-standard-for-god,reply,3,83,necessity,matched,stable,stable,explicit,False,False,False,False,"Reasonable belief in God requires valid argument and evidentially supported premises just like other propositions, rather than presupposition, immunity from disproof, or appeal to ignorance."
